YEAR,MONTH,Date 2,DATE,VENDOR,Balanced data, PAYMENT , ADJUSTMENT ,Receipt,NOTAS,Frozen Initial Balance
2025,OCT,9/10/2025,09/10/2025,GREYROCK,GREYROCK,-$100000.00,,WhatsApp Image 2025-10-09 at 3.13.51 PM.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/tLKlL30jzdT5YL9F2NE-Kw/axw4rdHgCu540ZCqyyqk9MZieaH8uKW6Njypx64IjFENS9lqz2py2aGGj41tUYu7S9LVKoHX9y1RnHAXC1gUkt0h4sPSRFUkjUwyUOD1vf3n17REcOOJLC65o8Kr20d746Y5Fwv2LW0q-fQAzMvZfinP2XNRQD7QrMzKcABTfThDznnpSaajK8KUYuLlhWbi/qJiOuzOm2oHhmCKgOTyS1mPalUuvSAi7rYVhPxk_k9U),,
2025,OCT,10/10/2025,10/10/2025,GREYROCK,GREYROCK,-$550000.00,,WhatsApp Image 2025-10-10 at 8.53.16 AM (1).jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/ad7yvUFtrznjo2BHxRb8Mg/GHAPukFHsZyzhEUn2wPwaXziUalUfj7P5595uiUaHXBs33RXH1JYeF7Qg5aSLQJJyEcMHD3_RucnmSY2WYnjJhj_YITNPfUWC-s6vixIDzc589a1vqQInJlcMtzGuDd4fqce3huF8Pm0LAXkkQkBqEkckPMde__rnrdYZKjCLwWgw0WcBMNnbybXFPwDlph8/p4ByhKDnCD8lCUzmFKgY99dmZrOwlnjQFz9KsakjMOE),,
2025,OCT,10/10/2025,10/10/2025,GREYROCK,GREYROCK,-$650000.00,,WhatsApp Image 2025-10-10 at 8.53.16 AM.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/ozK8JT8XP5kViyJLRBlIdw/z_BlhFWt_w6r74fsfXWjVTBuNGT3m_4geDOfBTqIAF_VJmLGMZYVE8bBZ2Xaah2TuTx5ZcxbLtnNklGqHL1x3z1nIljXNU0w7F2Fj97iWKev6asqjlt-pPJ_mu96rh8G29-RZuvdTkd5b3aMDVRR4Cy6UhctslJ8UjC8tohKUHoBtB0gIx3eA79GTBPFq1aN/72I0P0OqYJkIfZHtDeN7RonrTg16qHn8SS24HirKfzc),,
2025,OCT,20/10/2025,"10/20/2025
",GREYROCK,GREYROCK,-$223312.35,,WhatsApp Image 2025-10-20 at 3.59.52 PM.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/Nr5WMziVfixsAx3hHlr_rQ/3QR3KrOF12WRXgWrRRfrwqqqH1kxMJwczwsVV--UqZdCNzjKgMNZ6M8DS7NdpAupopO0XVQAz4-j7fMQVqWhvzTgK6e3cJuhg2HBCQmceZsPbbaPXfHmCIxYpGj_GWSK96BNC-mJKuL3W5b4u-WBdoWGT56KYrmJXrdzZRgSYDq0nfXEDHWucge2WbhdLx3y/e9iimOC2qkmevi4uh-8kYXyRcdGxrRVbV0QcubKoM3w),,
NaN,OCT,20/10/2025,,GREYROCK,,,,,,
2025,DEC,15/12/2025,12/15/2025,GREYROCK,GREYROCK,-$350000.00,,Imagen de WhatsApp 2025-12-15 a las 14.22.38_4af1e7f5.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/YDF6Sa2a2BKynOQdZ82FyA/Ttc9ODfO-XQUsO4oH282v7BEBk_nEnvjlAnKmdbVwE0WZtYCah-e-hcsO_9KF96QAZ1gDmbOXSGeowFAg-j8QBAcPbWEe0J3F2apSu8PDbRvpw4wFn3KMnqPEiTcujrT8_9ZZ6ZqOkqTVX11OtoGG5h9NmXLc-LcEew40-mu3Tef6HCIgF84DIbl-tDRovog03XbLJOeWromwTRkLxl3iA/cYspV3_aG0rBBUo9whe9-bJvrK6zhdY8hmN1Q2xdvY8),,
2026,JAN,9/1/2026,"1/9/2026
",GREYROCK,GREYROCK,-$75000.00,,WhatsApp Image 2026-01-09 at 8.45.47 AM.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/9FLLWDskcX7uYmGmk__uVg/W2OuGlKL4kenctVAwTt9fEF1Rsfh-P-DF5mPGEwTDbrFr8XkjVB2hNcyoIwEx-MG72VLn4IDaKtqWJ4TC15shMjt8lL--osGMQi-VQA6LmFRZMeufOTw54kfoxRb9FV6d5fHS3716Ktm2_-HuXlsi5U58LZpgCCYmHaDmmUQfNdSbhR7JqWJvPwpqWC06gKA/DQHg9aSJLiIuVF0ddjPhOZBAT3w2lXSQaR9HEb_TFWw),,
2026,JAN,29/1/2026,1/29/2026,GREYROCK,GREYROCK,-$75000.00,,IMG-20260128-WA0014.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/XRYQZxQKCPXb0PthyqD0Yw/2rTGaxM6Ol3NeZTM8MXd0LjJN3TjinePuvJWfQHpxV2MHI_OHJKe1mQVNgZjay2DKqgbGTVcx6zhepQHX28qN-K1ux9wEEiKqMF5NSdErGoe2vwOX8iDlIDexzMRtB-gZKdCd0PW1pbwxMTjj8dKY-QI2PbH10H5Mdv_afAALAA/lG_XRLgv6yr4cuN3QIRbqlmo6rhNJZ-bXxELp_0e2oM),,
2026,FEB,6/2/2026,2/6/2026,GREYROCK,GREYROCK,-$100000.00,,IMG-20260206-WA0005.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/gaLTB4qQ_7i8qY70YpYhNA/RLEPAHSh39JYhcVTVqcoTBbFgfHOfYWi8DU-YJdM7tmpeeDo_PW9zjlGFDzNaPIvb8JU5jVTsoiDqdITboTHvQbioiVlq6XKBFdge6MSb58HHrFxPvHIhHByLw2KCmmQ87X5tjnwBILhCrzt9nlYabG3RnK3aJfeFbAYggtS_Kw/xpqKl5ZAc-wbR0ZaDdXX6Bf5gKUgsZybhat0C76kwis),,
2026,FEB,13/2/2026,2/13/2026,GREYROCK,GREYROCK,-$131444.83,,WhatsApp Image 2026-02-13 at 6.57.45 AM.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/kuid0quErvfx7QiHa_M46A/mz6KpjZJUdCv-skabNyCNijeMnZh0bIFQ9YEGBC1v9gwix1Zq2pXc6-YOzpt81Qev8wh77d-npH9CSav2zDUX6Prcc7yaH0-JeJfuyhPQAQ5Qb349xR0mTvWch3zgcf3gPx12g74Q3tXeFiOuG256Z9FmTkJsKDa8EDLRi6dMuk0l1c7Ah-8ib7SakEKPY1J/bNOYtBsVwI8g-6ZSpk83_8Un7YXD-fLKoirUutDXrT0),,
2025,MAR,7/3/2025,"3/7/2025
",MODERN - RAILCAR,MODERN - RAILCAR,-$200000.00,,Imagen de WhatsApp 2025-03-07 a las 11.41.03_743c26f8.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/Y2eD59WpmVUgs_NWPytzBw/zeHaq99W67zy-NnQ3E3-iuNLtjL_tFyMSU5R_U62k0PYyGZ3xBecseoXc-Xg6JkdgNrKbkGgG542tlEfGhjHA7QHfwvCJ7kIx-jttheVe_gW-wPxsED-FLBcgSaVsUIcZD8JjoNvCrt4sAxAUGBvQYqERhDmqcs3p3JdwKepPeOvaayZ8HSbiO8bdNiO2t77PfrKzt7fsabuDCogPOM5NA/bHob8aOUDPhwhnJqvO3cz3BlCgDKztqn9mte0sMPJaw),,
2025,MAR,11/3/2025,"3/11/2025
",MODERN - RAILCAR,MODERN - RAILCAR,-$131664.11,,Imagen de WhatsApp 2025-03-11 a las 15.39.56_826e7083.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/hwMv41WhsUVRHolgxEmAfw/PTKzueyRyE-yl_q-8xAXxZ9liKUGa8hw3lDfgqixULNqTNccVTvRBQBvLGc2_Uz4c_V39xGUhgs47Kj7H9ShRWkN0ZETJfP7pMdPOTw9swx0ZidW57nn_9Wlp027_U39wkV99b6ijkQhpFpOco4NmkfQ9d4s5yYLEvG4SvoBrnT3gP0Lp03pBEFpUVzCIfsbbW37cabzzGpzjwinmx3LlA/gnXJObD4aNFkVJr7pVoxIlSMR_Ij4PjUGItBzPQxIjA),,
2025,MAR,12/3/2025,"03/12/2025
",MODERN - RAILCAR,MODERN - RAILCAR,-$118459.32,,Imagen de WhatsApp 2025-03-12 a las 12.00.09_66612198.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/8XSyCCWnb3yz-mDG2uzm4w/ISNI6QfM0XnzKLSlzv2avBEgGvFg_CjXmmzJsa0MChZAGos4Oj6SbzBFcv1yH63M1qxlzQouE1Re436aGe9FkQUZrNdqp4_jJOGQcVDDhGW2Q2hlhWNFBvNAsMw0hFNuPiGNNCr9vhp7R_pArjuBXm_Z7fau-j51_6c0nUmB6vs7dTEqHrS9UWv698n5RmUEfrXPkqrsckaa1BouzYfJ9A/tEpjSSr6AqKOKFbd7BAKu_ShPkN8mh8A-tlO59zoaxE),,
2025,MAR,18/3/2025,3/18/2025,MODERN - RAILCAR,MODERN - RAILCAR,-$150000.00,,Imagen de WhatsApp 2025-03-18 a las 09.14.27_622cbb1f.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/9K4Y04qmsqV56H3fiif3tw/XIL61MHAORp9DvCjRH3cKqS9AgV6Vyf99RVQxOFHc9jyPhUQxfToox4rUR3s_dn11I_leTCaWkKIlKepNnHnN7-bB_PMQ9FtHLfuj2o-KgcMC5KYREE02Qe-hkpK4niJpN0C5BMFN5M8PM7hElRrRIiIpPEETNwYa9e_UHllk3XVhpK1gJUfvHtbtjaSSekNU7HC-MfyTtX3gm0hdqFjYw/fJKHhotJRDHNRCQU4dhGc6vXehaZ56Zz1Xx7EDF-KFg),,
2025,MAR,19/3/2025,"3/19/2025
",MODERN - RAILCAR,MODERN - RAILCAR,-$131232.65,,Imagen de WhatsApp 2025-03-19 a las 12.58.05_4e8b5de1.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/su07DX_2wghv5qyL7vUsYQ/ntbLRznWPt2s9qiQcBT3MaWQo8VZSmDXZoDLilw8xPIYq05tQLmXLqbWYg6IBGvsAVotRXraokkq1f0Y40f4SKZcvTsVU19cNjppmsRDM-BfKWNRx6SlOa8Hx2S081Y8_2_s6QaXGj5sqPGiL9OXL3BEZWrqjZSrPebv6B5kanb5FCf3vgItmWYNLDalw7JSaVgCXKpp63GrCbxgJHUpMQ/zyYZ6T5ztqCI_7e4kpceCB3efgHpTgYxuuNMKBPqQxA),,
2025,MAR,21/3/2025,3/21/2025,MODERN - RAILCAR,MODERN - RAILCAR,-$106428.64,,Imagen de WhatsApp 2025-03-21 a las 14.02.33_fe0ec266.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/ok4tKlDJLT90wxAe1cKY5A/R9MT_xDn6UZI2snFvGkf_iaUrZkMoEjsxzua9CLq6PMVyAom5p5qvXXKc51O3qqjDxlsCkgS5fe0-KEPZiD-Iervva2ddu28XAs2pfh3e5c-hr2_eUi5Ai4PrO6_LPn_y6xGaAreHLXCM9H9mYWVC0DMvEADqyHVVzXU1v07uHCLe4ADTACuENH8fK7nNoMmRIuCNqP6TVX49JC6RqPxRg/hHFmUWCvXv8xG7g3q1zNTq2ELLT_U8gj-Xenia_8UQA),,
2025,MAR,28/3/2025,3/28/2025,MODERN - RAILCAR,MODERN - RAILCAR,-$15084.90,,Imagen de WhatsApp 2025-03-28 a las 12.28.25_0f91121d.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/GE-lwtdCS5-aB_mlAX1sPQ/4TRFQfx2cug9eP5UJHtbYJoyYNpamO_902FbaO_YmLUu9kfu-xx9Z7jay0jivNmUf4UOUcW7-ddb8xsBySVlk5WTmjje6LL0kOHb5Iqyr6e5mUJ0asicGxpRoSW3LTvPyvBoK2CuLsjoQwLKlVhmHDpyIP5Woj_1c1jYoXXVmA4EB5bW8F-6TgK9iNe_gIzxizepb74p4neJMIKJXYVRog/JX-2aMQoeabsidJG2IfIautfjlrdb9WzoRzzCszbNXc),,
2025,APR,7/4/2025,4/7/2025,MODERN - RAILCAR,MODERN - RAILCAR,-$18590.74,,Imagen de WhatsApp 2025-04-07 a las 10.25.02_446b3704.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/AY-2A5mchm4vGy2b_SCiZQ/28qemkyor0ZtcY1pEfsNiIU5GgVvRScJJD6B7yqYBTKwjigHrpYfc5YUrHdk_EvyXdeKhLvwIMrwdgitcIyi9TkrwZklh_Tba_UMrAZqb7O_0-xXAZW-yhgQOci8FZfHBRvY4TyLqyuHuHJKWYRIJEN2oK5H9ekqt3SPm0dSIa2qiiW2SXfzuMYzLY5thsO5WmmMGQNLzF5akObPfCIciQ/5f6LmG1b_nVCFBrDZtMjir4v1HyjXCID-vO367Pylmw),,
2025,APR,9/4/2025,4/9/2025,MODERN - RAILCAR,MODERN - RAILCAR,-$1769.98,,Imagen de WhatsApp 2025-04-09 a las 11.48.10_56916626.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/gVsHRfzTSDY3LCMyJ1G3YA/ZT1xPEthuu0AyXZNGIZT7gSNO8rS9L3RQzTCMBzfcDj_bOKpR8c6EGPkCvfyg0yrqL7f5u70xtxdIy14LQfnt9Gu1WAWdOq3sbEI0X8TMCT_vQT39MvPItGHFe9OzNBUF5VIsRnK25MU30L4A2LMm2MrKUm5haNJU83qH7-l8yE_bqyrM4roEfz_lBmxN2kUC0LUA3PinUZ2OzScmyoCDA/F1pwsujKGGrm3zWp8D5lGx_tBOX4G_jV24ddHy6tBWg),,
2025,APR,23/4/2025,"4/23/2025
",MODERN - RAILCAR,MODERN - RAILCAR,-$220865.80,,Imagen de WhatsApp 2025-04-23 a las 14.44.55_8e4137e8.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/Cqs_8TxwppGZEBSy3iPITA/naIOtRea1hsJNfaZ4OUO_9qMkqGDiXeeOAmAL9NJEn-wSNnXYidh6_sKjTEkidRgqpAaFG9ouxSKde9OYwuATdKLHkr8T_tDH2DjhI2GtxFr_KtvDzW6Ugd2cgdQniVYggociIbbsnVVLRILhMBT0CU6cyRfD-DNmiJM5X4Sh7jGPW04OswStUlw4RnKyMDMYOlRFFmTn2vHThm_Xium8w/reIwn5JJ0rKToQGzEY3x1jEWb5RJEgj6Ix7ohM9q6JA),,
2024,OCT,10/10/2024,10/10/2024,MODERN - RAILCAR,MODERN - RAILCAR,-$240000.00,,,,
2024,OCT,10/10/2024,10/10/2024,MODERN - RAILCAR,MODERN - RAILCAR,-$132142.20,,,,
2024,OCT,10/10/2024,10/10/2024,MODERN - RAILCAR,MODERN - RAILCAR,-$200000.00,,,,
2024,OCT,10/10/2024,10/10/2024,MODERN - RAILCAR,MODERN - RAILCAR,-$270000.00,,,,
2024,OCT,21/10/2024,10/21/2024,MODERN - RAILCAR,MODERN - RAILCAR,-$250000.00,,Imagen de WhatsApp 2024-10-21 a las 09.49.27_d4720215.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/bsyvKYhfC-yHfzeWwnqw5g/gQFvt2Pys_zXPL2IN2W6ope0Sy8kIDQWlyX7JbOHQwL2NYyABqaiqNSk6eV6MuzLDZOMjVzLwoAFPiDmX9Dw2RQogTBWJJ8zmWrgZRBGr5YB3EwUu_64hFLe48JaC-0WgY0vahx5ywwlno6qbLf7nVKAoEnziEPi2AnVSMNs2g84qceflrfmE9sdncWzkb-i3wkeDTP_cn74tu2hYnYNcw/7lvUKZuc9UpXa07fQ47YQsktoNrqyezgCoDSqb6eO0I),,
2024,OCT,22/10/2024,"10/22/2024

",MODERN - RAILCAR,MODERN - RAILCAR,-$265000.00,,Imagen de WhatsApp 2024-10-22 a las 11.56.34_85e70169.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/rB4TcUGpAEhw95cfmvhKPg/10Xl5UQFp6ieYQ3dR4PBuVvRuvj5R3jIslsT5eZd0Ey0Ha6W543GQdazVN5UhVtM5EcXCthz-IhbvEH5VC24Be_xkuq5TlWSwPiVrXVOizsuFi94M2vCMZkzZyvOpoGXLtEtTYqk7mzDXeC17hIev8Rw203EGXBajl5KhLagRZAY22VfukniMrqo-iC4QhFu3JtEJ3v8WlFS3p3noF7nIQ/mls--8jPBdAVZDfeBVF1UgZkyT0raSsT3TBsz57AolI),,
2024,OCT,22/10/2024,"10/22/2024

",MODERN - RAILCAR,MODERN - RAILCAR,-$177000.00,,Imagen de WhatsApp 2024-10-22 a las 11.56.34_53ffde2e.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/1Ww25sQCucDUh13KRdIdiA/NWtFktMdLG-q1WW2JJcngNDPbV_k1Q9Jc012kjFdLZQRff6ZZeCm6EJrqNBBgfMEZDoC25ZBNIHixQvC8770Hiczb6SGDI2qv7UF1KyPIqPlcEjlIuPTHZoAlVA0JGeWzR2tqpyXSuxkNolRJb_BHNw-qmQ1JfBQkfB97kNnp_u0pm6o_jwhiNI8mbiRSNuY8qTgnLpcfbP188FSnT94fg/TTbKiUT695SrJ1iTV3do_-8EvQXpoFnLETuJuQGerlA),,
2024,OCT,22/10/2024,"10/22/2024

",MODERN - RAILCAR,MODERN - RAILCAR,-$200907.00,,Imagen de WhatsApp 2024-10-22 a las 11.56.34_5530fd35.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/l2RPmLIwtiUjODWH3msd_g/wTix3-7x7KGqotMur6NgUqhDmOCrkxU7Is5Nwo9-s5T1sfsHneMoL6bS1vCKK_reVA88ZogmxufNEsjHaJynAaOq2OgkwIpveyxSgij4RhOR0XQOsCghoBGq_-QlAXCx2NWBtXwU4UlhYajvV5oCJDb5pCrse-YX2E2UYxvfpQ0xgAuQedrcM1SUk75AsnBo7Bhy3Ppqehxm5-oQ5S62nQ/YYhXy2Ml-meuaO0hfRRe1R0gZ_cUcZP6pyVXKdsagEQ),,
2024,OCT,23/10/2024,10/23/2024,MODERN - RAILCAR,MODERN - RAILCAR,-$240000.00,,240000.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/1yhgrYrRG7SY7g_uh4pyfw/a_PmTkqHBFoGMWXdCRXOgE-ZDeoWCQ9VVuZREt-MkHaOutt5DKkSorqOFcK6scCfA1d1dWWY-pApuQqBfE9dV8u20qx6Ysv9VzRPl4807e7VaMuOJwVYuUgSPMJvransYan2SKjm_xxmix4mkYN_j2s9YU7rMxyty7hUlpdOo6o/S07BpRYHLnkHMhYvcRnNGzLHkyPF4lEizTMbl11m7bM),,
2024,OCT,23/10/2024,10/23/2024,MODERN - RAILCAR,MODERN - RAILCAR,-$150000.00,,150000.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/KGoQwHBIP4snRTb57xO3Rg/ROCjIvjllzPpZOO0oR8eqcgzI5nKRXFK2lEkZ5Te8dTxOhhOSLtTtF5PAO8Qr4OyOh2wkI2DkW5_2MlyfNNCR6IcqZlTWBdWI-hN-6ypuvCx6Ho3HRxwr8IVCl9QzQA9_hvzedvsMlydfsI-PzDdIgzasrai7I4lwB0DRSd-D54/ma0LLPAjvT2YIcLLFCUYDPjcE9Nq8z6z-bbPYYPFC_s),,
2024,OCT,24/10/2024,"10/24/2024
",MODERN - RAILCAR,MODERN - RAILCAR,-$250000.00,,,,
2024,OCT,29/10/2024,"10/29/2024
",MODERN - RAILCAR,MODERN - RAILCAR,-$250000.00,,Imagen de WhatsApp 2024-10-29 a las 10.49.03_1561e084.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/9ko0mSPAK24dvZ6VWkhx9Q/nhlrAiMw5liTqJewK9hp9zxd84con0FVs2fGbXBI9NF9Wql-jy_UU1cUM956d-yxnahzJI6h_gwGt1f0Ma2bWQW6b297Ki4W6NL1uxgHyxPWhjSgc6MfSMphu_nmoQ4fiF0yfGPJQ2T0t3qS5Y2tQtpLCcbbmadMd99fl6kao2ogjzYnzL0_1-Jx2UR3YCehRWq7MNqKQqymp02Gx1wJCw/oQBTXiSCnMlFLDb_BfY4sDQKwgdtoKFE7oIe7DdjJjA),,
2024,OCT,29/10/2024,"10/29/2024
",MODERN - RAILCAR,MODERN - RAILCAR,-$205817.47,,Imagen de WhatsApp 2024-10-29 a las 11.15.37_da9e918d.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/AxFeaZK0ovNwtFyXIHCBVw/5ffkJgKHulSJ82PK58xPKXyuXxWrOR_IftBsZATQq43qAGi6EtovZu42AW0VF50AeMfWAXKYzO8Qfbx1DYyCfYmzpFPI5zPxXTv4-j2kIrWk8kcwiBuHJms-V5JhrcTpKKTcEg6BqX0gNbxovjRcsupKXAAXZB5Ls2fzbPNifMrhHp2QFwduvtcTmbtPi2w1yeWF9Wx5-HAswTn1_xbB9Q/0G6jfzczD00Sy6LvYxDt_rp5KAlmDfhMJWDN0BqDbs8),,
2024,NOV,25/11/2024,"11/25/2024
",MODERN - RAILCAR,MODERN - RAILCAR,-$275000.00,,Imagen de WhatsApp 2024-11-25 a las 14.54.21_f4da3523.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/SMV3K_mWym38lnixnaayRQ/qVfKk_dT6_T20KslRncNc6_feI00crs57V51bye8fpquWbVTqKkVX5Em4V-1otyhCUQVfDCqy-QT2QIbQJU60-V03RGQZsodR2GQWN23XgV0B3cudKB1STmutlkmDYpUOptIyv4Eacbk0XFyXLgFg6QVBvxuiyU8Dum1VCRrKKztQSMm0HILXH4p3pQHb3j5ACleLdmz71baaYcjV-Uv-A/VrRVfBEVBMg6LNA0wdM8IvQ3NYY1dSCyoYU4m-A5SOw),,
2024,NOV,26/11/2024,"11/26/2024
",MODERN - RAILCAR,MODERN - RAILCAR,-$297520.00,,297520.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/fXXMhkU2-HHNkTAeh_tZCQ/tuDuosX1SRHGVlwCoMPzX0sPFnxtJgItq2BwaZUk1W42ORw4d46WhO70yBefiorLRWto9TU-NgZofvU8UJbYV5PiPYHXkGGQcQz7dgEg74wQlT3RYsBFafLWPtbs_qgtEoW8ycZgDoh2VDbX8ybV6nztK6os6qumCIClWCkrUTk/YghHIg753fsPRmDnrZgGILXne9A47rbmBGjG7LJjVlQ),,
2024,NOV,29/11/2024,11/29/2024,MODERN - RAILCAR,MODERN - RAILCAR,-$191894.58,,modern rail 29 nov.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/Emmmj5A-m2BbeC8OKw3Qog/5Ky9K-5hc8iB3MQiGx-DYNOwgMallHoDVS1GGK0OclE5SNPfPfvvLzy-fL0MrEAKZDrgaigMzgtASTdUQBpKyhVhKVf-gIR2pLYdc2opnF0CAYJizBt06IDzpYRaE1kjEMuo6sjBGwy2jQqd20yIWpduxg32W5OZgGuvfeZpvPw/-KrpTH2pacsbqOaGAbkfCywj4aKledZGQfbExFKB-Ec),,
2024,DEC,4/12/2024,"12/4/2024
",MODERN - RAILCAR,MODERN - RAILCAR,-$210000.00,,,,
2024,DEC,4/12/2024,"12/4/2024
",MODERN - RAILCAR,MODERN - RAILCAR,-$280000.00,,,,
2024,DEC,5/12/2024,"12/05/2024
",MODERN - RAILCAR,MODERN - RAILCAR,-$349892.69,,,,
2024,DEC,5/12/2024,"12/05/2024
",MODERN - RAILCAR,MODERN - RAILCAR,-$495748.00,,,,
2024,DEC,5/12/2024,"12/05/2024
",MODERN - RAILCAR,MODERN - RAILCAR,-$139550.75,,,,
2024,DEC,6/12/2024,"12/06/2024
",MODERN - RAILCAR,MODERN - RAILCAR,-$61958.73,,Imagen de WhatsApp 2024-12-06 a las 11.00.43_5bb68ad6.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/jAFbkGFxVtIORyz6J69VcA/9opPkA-r89KUTru4H0n5uXPzRYodEbVSCp_HqeIMmfl2GERlST5r6xCJm3R3sBdV3W51q7vMf1xlai72EEzbE0OrcYHm6HBD0LLL0dl0p1-rVCXH8mkPBTdqx-8e8In2vhR0ZL6w8QKY0YVzA8VfsfhnWb0IQqHnzN6i3YdfFUzty6fbLP83z5IKU0wLiE-buBi12OMC6QbiDgftYVIkaA/fQMsEshkOF45eK3Blzq6-VPWGdMJbryRmekqoD9dsAo),,
2024,DEC,9/12/2024,"12/09/2024
",MODERN - RAILCAR,MODERN - RAILCAR,-$422233.51,,,,
2024,DEC,9/12/2024,"12/09/2024
",MODERN - RAILCAR,MODERN - RAILCAR,-$419635.53,,,,
2024,DEC,10/12/2024,12/10/2024,MODERN - RAILCAR,MODERN - RAILCAR,-$388732.86,,Imagen de WhatsApp 2024-12-10 a las 14.05.06_840db5d1.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/f1pVV_7N-K5Pc9lJRw914w/JLd6NA9ebpt_yWRMKFdD_DSCmJqcAqtCx7e_XbvuZS8aJDpQfIb31PkVs_mWnauICi2FpJbkmWtV4cIVQQ012dQPLtzkeFS3EggxtjDn83ussOUqRKjT1woWscr-F2b8h4df1h6n8y2bI-1PZct_YvfcWb3NTWIYA84K048k2aQIsmUh7ME5zJKwuk1DzPnnsU6WSjEdGt_K5jP5mcnhYA/tCD-tSgKHEsgabvlXT4afeSm9vSoFBQMAQDqOKkrdSc),,
2024,DEC,10/12/2024,12/10/2024,MODERN - RAILCAR,MODERN - RAILCAR,-$300000.00,,Imagen de WhatsApp 2024-12-10 a las 14.05.29_6b09df37.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/G4O98-td5b-vuhjK7-fs-Q/R--QLrd-iRFqv79srOLaYVnJGluHgEDTIPbayeu1eDEZOOSGzM-wDuz6hJ3swdZbwhrqlISpdH0DlqLjO3nOQFr-VZ70mXV5W5ORrq_l3g8S553QQba-nr8ZFh5ulbsFewidkpIYBxjkoXDcup2PXmIR5N1-WXEmrobH-ZSLDch8nKTBzNqH0FpQ9Z-vDJOwR_Va9FhIX-7mVEGG3gZCiA/Hw8VsUu50Oli0RrUT6YxtQbnd9DS8MR-AI-2guKn590),,
2024,DEC,11/12/2024,12/11/2024,MODERN - RAILCAR,MODERN - RAILCAR,-$355667.92,,Imagen de WhatsApp 2024-12-11 a las 10.52.54_090ba5be.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/_EGhndS442LfpX3cyHxq2g/zV1RMB6VZg4op5i6n8HYnPy06eReGu93Tr9G4lWcIhL8pNO2U9Ep1_wllFqf3X5pnrwyrbtPgFJQBnRESQdlsvh3g1zzj0_vcTj6Vhz9881s4MlXkf8J--aeuErKdFxHMFgwp37TRwlcqB9eQJhoGlvUHAArCTb48jYvN2J-eL3GLbP_7EIONsYbPPOPpnT1IA630Tvu6IdfS4fcgei_3Q/3GiIylQCl9ZX3lH2GucV1x8r6HurTOLv5PlJjZP4Nnk),,
2024,DEC,11/12/2024,12/11/2024,MODERN - RAILCAR,MODERN - RAILCAR,-$146166.73,,,,
2024,DEC,13/12/2024,12/13/2024,MODERN - RAILCAR,MODERN - RAILCAR,-$216622.34,,Imagen de WhatsApp 2024-12-13 a las 14.11.09_ebd429c7.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/sneKsH2Djk66zo7vh6H7XQ/PFG_XpIAYtA9D1309PS8guEitfEEq0A9iVzijnTq-noNhdXfXANFC0nNZ18KORoD5_O53tiZoqDoyhXpxaBqFNSxscHYHOcVIYn6CQ2XCqVE1XwtLc211eesmqH0-lfIPD65dnXTsol4KyUQRCpID67gsBL3iGbxNTLM4Ti62FwKy9kyYV-quCpJBrfCaol3b-hWuo7CrZYlHIuKSQvW2g/_1tl1nQ2MMejQl4R6uQvNiOo5xxTlTErdZNZOIwA3xU),,
2024,DEC,13/12/2024,12/13/2024,MODERN - RAILCAR,MODERN - RAILCAR,-$498772.50,,,,
